beneficiary_id,beneficiary_code,full_name,gender,age,country,status
1059,BEN001059,Michael Austin,Female,11,Burundi,Refugee
1060,BEN001060,Lisa Martin,Male,25,Burundi,Host Community
1061,BEN001061,Gregory Stanley,Female,11,Rwanda,Refugee
1062,BEN001062,James Lane,Female,34,Somalia,Refugee
1063,BEN001063,Mr. Michael Keith,Male,77,Kenya,Host Community
1064,BEN001064,Jason Jackson,Male,67,Ethiopia,IDP
1065,BEN001065,Barbara Rodriguez,Female,28,Uganda,Refugee
1066,BEN001066,Mr. Anthony Santiago,Female,34,Uganda,Refugee
1067,BEN001067,Norma Smith,Male,32,Tanzania,IDP
1068,BEN001068,Tracy Reed,Female,63,Ethiopia,Host Community
1069,BEN001069,Dylan Allison,Female,1,Burundi,Refugee
1070,BEN001070,Kaitlin Payne,Male,14,Dr Congo,Host Community
1071,BEN001071,Tracy Graham,Male,25,Kenya,Refugee
1072,BEN001072,Lisa Moore,Female,69,Dr Congo,Host Community
1073,BEN001073,Richard Barr,Female,3,Dr Congo,IDP
1074,BEN001074,Andrea Jones,Female,19,Somalia,IDP
1075,BEN001075,Bradley Bailey,Female,16,Dr Congo,Host Community
1076,BEN001076,Jessica Barrett,Female,13,Sudan,Host Community
1077,BEN001077,Jennifer Miller,Male,20,Somalia,Refugee
1078,BEN001078,Jessica Bentley,Female,28,Uganda,IDP
1079,BEN001079,Anna Gonzalez,Female,13,Tanzania,Refugee
1080,BEN001080,Joshua Smith,Male,65,Tanzania,IDP
1081,BEN001081,Ryan Young,Female,38,Burundi,Refugee
1082,BEN001082,Patrick Peck,Female,44,South Sudan,Refugee
1083,BEN001083,Shari Weber,Male,50,Rwanda,Host Community
1084,BEN001084,Matthew Soto,Male,73,Somalia,Host Community
1085,BEN001085,Sharon Parker,Female,59,Rwanda,IDP
1086,BEN001086,Victor Barber,Male,21,Kenya,Host Community
1087,BEN001087,Elizabeth Dean,Male,42,Somalia,Refugee
1088,BEN001088,Kathleen Lawrence,Male,26,Kenya,IDP
1089,BEN001089,Amanda Murphy,Female,36,Somalia,IDP
1090,BEN001090,Christopher Foster,Male,49,South Sudan,IDP
1091,BEN001091,Tina Dunlap,Male,29,Uganda,Refugee
1092,BEN001092,Alexandra Scott,Male,2,Sudan,Host Community
1093,BEN001093,Valerie Bond,Female,16,Somalia,Refugee
1094,BEN001094,Cody Silva,Female,12,South Sudan,Refugee
1095,BEN001095,Eugene Pruitt,Male,12,Uganda,Host Community
1096,BEN001096,Matthew Silva,Male,14,Somalia,Host Community
1097,BEN001097,Amber Ramsey,Female,74,Uganda,Host Community
1098,BEN001098,Taylor Young,Male,75,South Sudan,IDP
1099,BEN001099,Jennifer Fitzgerald,Female,49,Uganda,IDP
1100,BEN001100,Stacy Alvarez,Female,76,Tanzania,Host Community
1101,BEN001101,Shelley Diaz,Female,67,Burundi,Host Community
1102,BEN001102,Michael Gray,Female,58,Burundi,Refugee
1103,BEN001103,Stephanie Vasquez,Female,35,Rwanda,IDP
1104,BEN001104,Lonnie Brown,Female,6,Tanzania,Host Community
1105,BEN001105,Thomas Franklin,Female,73,Somalia,Host Community
1106,BEN001106,Nicole Collins,Female,39,Rwanda,Refugee
1107,BEN001107,Garrett Ryan,Female,20,Rwanda,Host Community
1108,BEN001108,Megan Smith,Female,23,Kenya,IDP
1109,BEN001109,Christopher Pratt,Female,69,Dr Congo,IDP
1110,BEN001110,Andres Warren,Male,34,South Sudan,IDP
1111,BEN001111,Jerry Robinson,Male,43,Ethiopia,IDP
1112,BEN001112,Stephanie Robinson,Female,7,Dr Congo,IDP
1113,BEN001113,Kathleen Martin,Male,57,Rwanda,IDP
1114,BEN001114,Christopher Smith,Male,79,Somalia,Host Community
1115,BEN001115,Jeffrey Chambers,Male,14,Sudan,Host Community
1116,BEN001116,Mary Jones,Female,27,Ethiopia,Refugee
1117,BEN001117,Virginia Novak,Male,55,South Sudan,IDP
1118,BEN001118,Laura Schmidt,Female,61,Uganda,Refugee
1119,BEN001119,Richard Gentry,Female,79,Sudan,Host Community
1120,BEN001120,Karla Martin,Female,55,Burundi,Refugee
1121,BEN001121,Andrew Ward,Female,31,Burundi,IDP
1122,BEN001122,Taylor Howard,Male,6,Tanzania,Refugee
1123,BEN001123,Alexandra Osborne,Male,15,Dr Congo,Host Community
1124,BEN001124,Ashley Fox,Male,70,Dr Congo,Refugee
1125,BEN001125,Carla Mcdonald,Female,52,Kenya,Host Community
1126,BEN001126,Kathleen Lopez,Female,71,Kenya,Refugee
1127,BEN001127,Tammy Dixon,Male,39,Tanzania,IDP
1128,BEN001128,Drew Daugherty,Female,11,Burundi,Host Community
1129,BEN001129,John Edwards,Male,69,Rwanda,IDP
1130,BEN001130,Amy Mooney,Male,64,Burundi,Refugee
1131,BEN001131,Christy Lee,Female,29,Ethiopia,IDP
1132,BEN001132,Jesus Moss,Male,67,South Sudan,IDP
1133,BEN001133,Steven Skinner,Male,14,Uganda,Refugee
1134,BEN001134,Emily Webster,Male,33,Sudan,Refugee
1135,BEN001135,Willie Williams,Male,31,Uganda,IDP
1136,BEN001136,Tiffany Burns,Female,16,Rwanda,IDP
1137,BEN001137,Timothy Edwards,Female,75,Dr Congo,Host Community
1138,BEN001138,Christopher Bell,Male,78,Kenya,Refugee
1139,BEN001139,Aaron Garcia,Male,69,Tanzania,Host Community
1140,BEN001140,Jacob Shaffer,Female,40,Uganda,Refugee
1141,BEN001141,Gregory Phillips,Female,3,Rwanda,IDP
1142,BEN001142,Lawrence Dickerson,Female,48,Somalia,Host Community
1143,BEN001143,Victoria Hayes,Male,57,Rwanda,Host Community
1144,BEN001144,Lisa Parrish,Male,23,Sudan,IDP
1145,BEN001145,Kimberly Carlson,Female,14,Kenya,IDP
1146,BEN001146,Emily Smith,Female,9,Dr Congo,Host Community
1147,BEN001147,Yolanda Evans,Male,26,Kenya,IDP
1148,BEN001148,Amy Serrano,Male,20,Dr Congo,IDP
1149,BEN001149,Cassandra Martin,Male,24,Ethiopia,Host Community
1150,BEN001150,Spencer Wilson,Female,43,Uganda,Refugee
1151,BEN001151,Megan Hayden,Female,76,Ethiopia,IDP
1152,BEN001152,Joel Moss,Male,60,Kenya,IDP
1153,BEN001153,Andrea Richard,Female,43,Ethiopia,Refugee
1154,BEN001154,Brian Wright,Female,22,Tanzania,Host Community
1155,BEN001155,Jeffery Ewing,Female,72,Somalia,Refugee
1156,BEN001156,Thomas Little,Female,47,Ethiopia,IDP
1157,BEN001157,Brandon Phillips,Male,70,Burundi,IDP
1158,BEN001158,William Harris,Female,8,Kenya,Host Community
1159,BEN001159,Matthew Davis,Male,53,Burundi,IDP
1160,BEN001160,Keith Quinn,Male,76,Tanzania,IDP
1161,BEN001161,Kelly Berry,Female,21,Ethiopia,IDP
1162,BEN001162,Lisa Clark,Female,57,Rwanda,Refugee
1163,BEN001163,Mark Mccoy,Female,21,Ethiopia,IDP
1164,BEN001164,Joseph Jackson,Male,45,Burundi,IDP
1165,BEN001165,Kevin Hanson,Female,46,Uganda,Host Community
1166,BEN001166,Corey Woods,Female,10,Uganda,IDP
1167,BEN001167,Miranda Li,Female,23,Burundi,IDP
1168,BEN001168,Matthew Parsons,Female,63,Somalia,Host Community
1169,BEN001169,Denise Freeman,Female,5,Burundi,IDP
1170,BEN001170,Stephen Dawson,Female,6,Uganda,IDP
1171,BEN001171,Tracy Schneider,Female,21,Tanzania,Host Community
1172,BEN001172,Jordan Lane,Female,25,Sudan,IDP
1173,BEN001173,Steven Mckenzie,Female,55,Uganda,Host Community
1174,BEN001174,Matthew Morris,Female,41,Kenya,Host Community
1175,BEN001175,Elaine Clark,Female,62,Tanzania,Host Community
1176,BEN001176,Ronald Clark,Female,17,Uganda,Refugee
1177,BEN001177,Mark Serrano,Female,44,Uganda,Host Community
1178,BEN001178,Kyle Ortiz,Female,75,Sudan,Refugee
1179,BEN001179,Eric Johnson,Male,67,Kenya,Host Community
1180,BEN001180,Taylor Garcia,Female,15,Ethiopia,Host Community
1181,BEN001181,Michael Spencer,Female,36,Sudan,Refugee
1182,BEN001182,Shari Palmer,Male,12,Dr Congo,Refugee
1183,BEN001183,Jason Vazquez,Female,66,Somalia,IDP
1184,BEN001184,Jose Salazar,Female,12,Sudan,IDP
1185,BEN001185,Robert Ross,Male,56,Dr Congo,Host Community
1186,BEN001186,Michelle Sampson,Male,71,Kenya,Refugee
1187,BEN001187,David Wilson,Female,77,Kenya,IDP
1188,BEN001188,Nicole Sanchez,Male,34,Burundi,Host Community
1189,BEN001189,Pamela Schultz,Female,42,Uganda,Host Community
1190,BEN001190,Kevin Perry,Female,5,Rwanda,Refugee
1191,BEN001191,Tracy Mahoney,Female,19,Kenya,IDP
1192,BEN001192,Nichole Dean,Female,21,Burundi,IDP
1193,BEN001193,Terry Holland,Male,65,Somalia,IDP
1194,BEN001194,Janet Jones,Male,10,South Sudan,Host Community
1195,BEN001195,Austin Perez,Male,59,South Sudan,IDP
1196,BEN001196,Sean Hampton,Male,66,Dr Congo,IDP
1197,BEN001197,Karen Mclean DDS,Male,46,Ethiopia,Refugee
1198,BEN001198,Jeremy Wyatt,Male,32,Sudan,Refugee
1199,BEN001199,Sandra Lewis,Male,56,Somalia,Refugee
1200,BEN001200,Todd Bartlett,Male,8,Dr Congo,Refugee
1201,BEN001201,Leslie Green,Female,29,Rwanda,IDP
1202,BEN001202,John Weaver,Male,25,Ethiopia,Refugee
1203,BEN001203,Anthony Hull,Female,27,South Sudan,Refugee
1204,BEN001204,Danny Smith,Male,32,Kenya,Refugee
1205,BEN001205,John Martinez,Male,36,Ethiopia,IDP
1206,BEN001206,Tyrone Jones,Male,4,Tanzania,Refugee
1207,BEN001207,Megan Butler,Female,71,Uganda,Refugee
1208,BEN001208,Kenneth Chase,Male,52,Somalia,Host Community
1209,BEN001209,Mary Camacho,Female,25,Uganda,IDP
1210,BEN001210,Kimberly Krueger,Male,79,Uganda,Refugee
1211,BEN001211,Christine Pearson,Female,10,Burundi,Host Community
1212,BEN001212,Angela Rojas,Male,7,Rwanda,IDP
1213,BEN001213,Jennifer White,Male,11,Burundi,Host Community
1214,BEN001214,Derek Russo,Male,12,Somalia,Host Community
1215,BEN001215,Robert Lopez,Male,10,Dr Congo,Refugee
1216,BEN001216,Jacob Burns,Male,59,Uganda,IDP
1217,BEN001217,Jasmine Vargas,Female,1,Dr Congo,IDP
1218,BEN001218,Corey Franklin,Female,58,Uganda,Refugee
1219,BEN001219,Anthony Taylor,Female,69,Rwanda,Host Community
1220,BEN001220,Timothy Solis,Male,48,Uganda,Refugee
1221,BEN001221,Mark Harmon,Male,9,Somalia,Host Community
1222,BEN001222,Carlos Daniels,Female,14,Rwanda,Host Community
1223,BEN001223,Nancy Guzman,Male,53,Somalia,Refugee
1224,BEN001224,Cynthia Mason,Female,73,Burundi,Host Community
1225,BEN001225,Christopher Jackson,Male,13,Somalia,IDP
1226,BEN001226,Matthew Howell,Female,31,Ethiopia,Host Community
1227,BEN001227,Laura Sherman,Male,75,Dr Congo,IDP
1228,BEN001228,Allen Meza,Female,27,Sudan,Host Community
1229,BEN001229,Kristen Martinez,Male,67,Ethiopia,Refugee
1230,BEN001230,Michelle Brooks,Female,3,Sudan,IDP
1231,BEN001231,Lauren Barajas,Female,76,Burundi,Refugee
1232,BEN001232,Joseph Mitchell,Male,48,Uganda,Refugee
1233,BEN001233,Charlotte Floyd,Male,27,Somalia,IDP
1234,BEN001234,Jon Bell,Male,31,Sudan,IDP
1235,BEN001235,Amanda Simpson,Female,64,Tanzania,Refugee
1236,BEN001236,Lee Anderson,Female,42,Kenya,Refugee
1237,BEN001237,Gregory Matthews,Female,21,Ethiopia,Refugee
1238,BEN001238,Cameron Hunter,Female,17,Burundi,Host Community
1239,BEN001239,Matthew Castro,Female,80,Burundi,IDP
1240,BEN001240,Bruce Nguyen,Female,71,South Sudan,Refugee
1241,BEN001241,Alexandra Mason,Male,71,South Sudan,Refugee
1242,BEN001242,Joel Adams,Male,64,Uganda,Refugee
1243,BEN001243,Virginia Landry,Female,16,South Sudan,IDP
1244,BEN001244,Michael Sherman,Female,37,South Sudan,Host Community
1245,BEN001245,William Ruiz,Male,11,Uganda,IDP
1246,BEN001246,Margaret Torres,Female,6,Burundi,Refugee
1247,BEN001247,Christy Harper,Male,55,Somalia,Refugee
1248,BEN001248,Andrew George,Female,80,Rwanda,Host Community
1249,BEN001249,Troy Phillips,Female,31,Dr Congo,Refugee
1250,BEN001250,Craig Chen,Female,61,South Sudan,Host Community
1251,BEN001251,Antonio Anderson,Female,11,Rwanda,IDP
1252,BEN001252,Richard Gross,Male,80,Ethiopia,Host Community
1253,BEN001253,Raymond Baird,Female,46,Tanzania,Host Community
1254,BEN001254,Gregory Williams,Female,36,South Sudan,Host Community
1255,BEN001255,Kenneth Brown,Female,53,Ethiopia,Host Community
1256,BEN001256,Kristine Arnold,Male,20,Dr Congo,IDP
1257,BEN001257,Denise Fitzgerald,Female,12,Rwanda,Host Community
1258,BEN001258,Karen Mack,Male,52,Rwanda,Refugee
1259,BEN001259,Tina Myers,Female,53,Uganda,IDP
1260,BEN001260,Katherine Thomas,Male,42,Sudan,Refugee
1261,BEN001261,Melissa Acevedo,Male,12,Uganda,Host Community
1262,BEN001262,Kimberly Trujillo,Female,69,Dr Congo,IDP
1263,BEN001263,Jessica Skinner,Female,44,Rwanda,Host Community
1264,BEN001264,Robert Holmes,Female,52,Kenya,Host Community
1265,BEN001265,Christopher Wyatt,Female,8,Uganda,Host Community
1266,BEN001266,Kristin Jenkins,Male,34,Uganda,IDP
1267,BEN001267,Hector Richardson MD,Male,69,Kenya,IDP
1268,BEN001268,David Sullivan,Female,49,Sudan,Refugee
1269,BEN001269,Michael Gutierrez,Female,38,Dr Congo,Host Community
1270,BEN001270,Laurie Mitchell,Male,12,Tanzania,IDP
1271,BEN001271,Tanya Nichols,Male,75,Kenya,IDP
1272,BEN001272,Joseph Martin,Male,22,Burundi,Host Community
1273,BEN001273,Michael West,Female,42,Somalia,Host Community
1274,BEN001274,Andrew Barnett,Female,23,Burundi,IDP
1275,BEN001275,Tasha Medina,Female,68,Rwanda,Refugee
1276,BEN001276,Nicole Cross,Female,57,Ethiopia,IDP
1277,BEN001277,Jeffrey Hernandez,Male,4,Tanzania,Refugee
1278,BEN001278,Tracy Willis,Male,38,Somalia,Host Community
1279,BEN001279,Kristin James,Male,62,South Sudan,IDP
1280,BEN001280,Jamie Flores,Female,44,Rwanda,Refugee
1281,BEN001281,John Glass,Male,16,Tanzania,Refugee
1282,BEN001282,Crystal Shelton,Female,34,Ethiopia,IDP
1283,BEN001283,Curtis Curtis,Male,58,Sudan,Host Community
1284,BEN001284,Dylan Bryant,Female,14,Dr Congo,Host Community
1285,BEN001285,John Martin,Female,61,Rwanda,Host Community
1286,BEN001286,Tyler Hardy,Female,62,Kenya,Host Community
1287,BEN001287,Justin Brown,Male,74,Sudan,Host Community
1288,BEN001288,Cheryl Barber,Female,58,Dr Congo,Host Community
1289,BEN001289,Anthony Burns,Female,17,South Sudan,Host Community
1290,BEN001290,David Pena,Female,38,Uganda,IDP
1291,BEN001291,Carrie Lewis,Male,44,Somalia,IDP
1292,BEN001292,Jason Craig,Male,45,Tanzania,IDP
1293,BEN001293,Clifford Nixon,Male,51,Somalia,Refugee
1294,BEN001294,Steven Hopkins,Male,39,Rwanda,Refugee
1295,BEN001295,Joel Long,Female,77,South Sudan,IDP
1296,BEN001296,David Knight,Female,24,Dr Congo,Host Community
1297,BEN001297,Andrew Johnson,Male,39,Rwanda,IDP
1298,BEN001298,Ryan Nelson,Male,25,Somalia,Refugee
1299,BEN001299,Jasmine Charles,Female,74,Somalia,Refugee
1300,BEN001300,Andrea Parker,Male,36,Uganda,Host Community
1301,BEN001301,David Garcia,Male,40,Somalia,IDP
1302,BEN001302,Luke Eaton,Female,68,Kenya,IDP
1303,BEN001303,Jeffrey Wade,Male,26,Uganda,Refugee
1304,BEN001304,Bonnie Perry,Female,32,Rwanda,Refugee
1305,BEN001305,Stephen Wolf,Female,2,Somalia,Host Community
1306,BEN001306,Brittany Walker,Female,80,Uganda,Refugee
1307,BEN001307,Dr. Megan Cannon,Male,49,Burundi,Host Community
1308,BEN001308,Melinda Chavez,Female,60,Burundi,Refugee
1309,BEN001309,Hannah Kennedy,Female,65,South Sudan,IDP
1310,BEN001310,Nicholas Peck,Female,56,Kenya,IDP
1311,BEN001311,Jonathan Edwards,Male,27,Rwanda,Refugee
1312,BEN001312,Michael James,Female,37,Burundi,Refugee
1313,BEN001313,Debra Barker,Female,31,Dr Congo,Refugee
1314,BEN001314,Rachel Cochran,Female,74,Burundi,Host Community
1315,BEN001315,Thomas Ross,Male,67,Kenya,Host Community
1316,BEN001316,William Vaughn,Male,50,Tanzania,IDP
1317,BEN001317,Thomas Holloway,Female,58,Tanzania,IDP
1318,BEN001318,Gregory White,Female,69,South Sudan,Refugee
1319,BEN001319,John Kelley,Male,79,Somalia,Host Community
1320,BEN001320,Regina Morrison,Female,30,South Sudan,Host Community
1321,BEN001321,Craig Kim,Female,15,South Sudan,Refugee
1322,BEN001322,Amber Bell,Female,37,South Sudan,Refugee
1323,BEN001323,Lisa Singh,Female,3,Uganda,IDP
1324,BEN001324,Sara Patterson,Male,29,Burundi,Host Community
1325,BEN001325,Kelly Davis,Male,70,Burundi,Host Community
1326,BEN001326,Kristopher Payne,Male,36,Tanzania,IDP
1327,BEN001327,Richard Cole,Female,53,Sudan,Host Community
1328,BEN001328,Michelle Day,Female,10,Uganda,Host Community
1329,BEN001329,Jeffrey Welch,Female,22,Somalia,IDP
1330,BEN001330,Jose Simpson,Male,20,Somalia,IDP
1331,BEN001331,Ashley Murray,Male,18,Tanzania,IDP
1332,BEN001332,Gloria Neal,Female,19,Kenya,Refugee
1333,BEN001333,Emma Fitzgerald,Female,4,Uganda,IDP
1334,BEN001334,Deborah Lawrence,Female,33,Burundi,Refugee
1335,BEN001335,Olivia Meyers,Female,56,Tanzania,IDP
1336,BEN001336,Cynthia Hale,Female,25,South Sudan,IDP
1337,BEN001337,Natalie Graham,Male,52,South Sudan,Refugee
1338,BEN001338,Austin Farmer,Female,61,South Sudan,Refugee
1339,BEN001339,Nancy Davis,Male,68,Tanzania,Host Community
1340,BEN001340,Heather Obrien,Male,80,Somalia,Refugee
1341,BEN001341,Randy Beasley,Male,24,Sudan,Refugee
1342,BEN001342,Dawn Williams,Female,74,Rwanda,Host Community
1343,BEN001343,Jeffery Simmons,Male,50,Ethiopia,Refugee
1344,BEN001344,Matthew Flores,Female,12,Rwanda,Host Community
1345,BEN001345,Thomas Schultz,Female,36,Kenya,IDP
1346,BEN001346,Michael Brown,Male,15,Tanzania,Refugee
1347,BEN001347,Jerry Moore,Male,73,Somalia,IDP
1348,BEN001348,Robert Olson,Female,72,Kenya,Host Community
1349,BEN001349,Nathan Powell,Male,27,Tanzania,Host Community
1350,BEN001350,Rachel Cohen,Female,33,Kenya,Host Community
1351,BEN001351,Matthew Gordon,Female,64,South Sudan,IDP
1352,BEN001352,Jaclyn Sweeney,Male,41,South Sudan,Host Community
1353,BEN001353,David Walsh,Female,34,Kenya,IDP
1354,BEN001354,Michael Anthony,Male,38,Dr Congo,Host Community
1355,BEN001355,Allison Maldonado,Male,56,Ethiopia,Host Community
1356,BEN001356,Samuel Hinton,Male,59,Uganda,IDP
1357,BEN001357,Sherry Logan,Male,72,Burundi,IDP
1358,BEN001358,Antonio Young,Female,52,Uganda,Refugee
1359,BEN001359,Megan Mclean,Female,59,Burundi,Refugee
1360,BEN001360,Brenda Arnold,Female,63,South Sudan,IDP
1361,BEN001361,Anthony Williams,Male,21,Dr Congo,Refugee
1362,BEN001362,Jennifer Moreno,Male,21,South Sudan,Refugee
1363,BEN001363,Lisa Mathis,Female,63,Somalia,Host Community
1364,BEN001364,Lori Walker,Female,66,Tanzania,Host Community
1365,BEN001365,Michelle Young,Female,34,South Sudan,Host Community
1366,BEN001366,Ashley Robertson,Male,50,Rwanda,Refugee
1367,BEN001367,Courtney Rollins,Female,57,Kenya,Host Community
1368,BEN001368,Christopher Munoz DDS,Male,7,Somalia,IDP
1369,BEN001369,Jason Avila,Female,52,Ethiopia,IDP
1370,BEN001370,Thomas Richardson,Male,54,South Sudan,IDP
1371,BEN001371,April Jordan,Male,16,Kenya,Host Community
1372,BEN001372,Cody Taylor,Male,9,Somalia,Host Community
1373,BEN001373,Andrea Garcia,Female,9,South Sudan,Refugee
1374,BEN001374,Thomas Ferguson,Male,8,Dr Congo,Host Community
1375,BEN001375,Karen White,Male,4,Burundi,Refugee
1376,BEN001376,Ruben Gaines,Male,17,Rwanda,IDP
1377,BEN001377,Gina Johnston,Female,50,Uganda,IDP
1378,BEN001378,Jenna Lee,Female,21,Tanzania,IDP
1379,BEN001379,Brian Patrick,Male,40,South Sudan,Host Community
1380,BEN001380,Linda Cole MD,Female,74,Ethiopia,Refugee
1381,BEN001381,Eric Foster,Female,68,South Sudan,Refugee
1382,BEN001382,Dominique Allen,Female,1,Ethiopia,Refugee
1383,BEN001383,Grant Klein,Female,18,Burundi,Refugee
1384,BEN001384,William Williams,Female,77,Kenya,IDP
1385,BEN001385,Dr. Phillip Brooks PhD,Male,22,Somalia,IDP
1386,BEN001386,Nicholas Marquez,Female,33,Tanzania,Refugee
1387,BEN001387,Sheila Patton,Female,80,Uganda,Refugee
1388,BEN001388,Sandra Stewart,Male,18,South Sudan,Refugee
1389,BEN001389,Jorge Anderson,Female,73,South Sudan,Host Community
1390,BEN001390,Ronald Salazar,Male,79,Uganda,Refugee
1391,BEN001391,Robert Robinson,Male,37,Ethiopia,Host Community
1392,BEN001392,James Farley,Female,14,Dr Congo,IDP
1393,BEN001393,Drew Ramos,Male,51,Uganda,Host Community
1394,BEN001394,Jessica Scott,Male,64,South Sudan,Host Community
1395,BEN001395,Joseph Smith,Female,19,Sudan,IDP
1396,BEN001396,Elizabeth Estes,Male,43,Ethiopia,Host Community
1397,BEN001397,Allen Owens,Male,45,Ethiopia,Host Community
1398,BEN001398,David Everett,Male,39,Dr Congo,Host Community
1399,BEN001399,Matthew Cortez,Female,21,South Sudan,Host Community
1400,BEN001400,Tiffany Williams,Male,73,Sudan,Refugee
1401,BEN001401,Christy Walker,Female,30,Burundi,Refugee
1402,BEN001402,Reginald Wilson,Male,78,Dr Congo,Host Community
1403,BEN001403,Candace Casey,Male,73,Uganda,IDP
1404,BEN001404,Cynthia Murray,Male,11,Uganda,IDP
1405,BEN001405,Katelyn Grant,Female,48,Rwanda,IDP
1406,BEN001406,Juan Williams,Male,31,Dr Congo,Host Community
1407,BEN001407,Timothy Hodges,Female,17,Burundi,IDP
1408,BEN001408,Natasha Morris,Female,65,South Sudan,Refugee
1409,BEN001409,Joseph Anderson,Female,72,Ethiopia,IDP
1410,BEN001410,Hector Barber,Male,34,Tanzania,Host Community
1411,BEN001411,Dawn Monroe,Female,56,Kenya,Host Community
1412,BEN001412,Julia Coleman,Male,64,Rwanda,IDP
1413,BEN001413,Tiffany Keller,Female,17,Ethiopia,Refugee
1414,BEN001414,Joanna Berry,Male,74,Sudan,Refugee
1415,BEN001415,Robert Turner,Male,70,Burundi,Refugee
1416,BEN001416,Adam Barnes,Male,15,Burundi,IDP
1417,BEN001417,Anthony Morales,Female,39,Kenya,IDP
1418,BEN001418,Jessica Thomas,Male,69,Dr Congo,Host Community
1419,BEN001419,Amanda Williams,Male,46,Dr Congo,Host Community
1420,BEN001420,Erin Mayer,Male,35,Sudan,IDP
1421,BEN001421,James Mason,Female,20,Rwanda,Host Community
1422,BEN001422,Jennifer Mitchell,Male,32,Burundi,Host Community
1423,BEN001423,James Mckee,Male,17,Dr Congo,IDP
1424,BEN001424,Donald Thompson,Female,51,Uganda,Refugee
1425,BEN001425,John Jackson,Female,14,Uganda,Refugee
1426,BEN001426,Theresa Craig,Male,62,Tanzania,IDP
1427,BEN001427,David Lopez,Male,3,Burundi,Host Community
1428,BEN001428,Adam Austin,Female,36,Somalia,IDP
1429,BEN001429,Kayla Shelton,Male,8,Rwanda,IDP
1430,BEN001430,Kim Williams,Male,17,Ethiopia,Host Community
1431,BEN001431,Tanner Pratt,Female,3,Sudan,Refugee
1432,BEN001432,Chris Watson,Male,70,Uganda,IDP
1433,BEN001433,Destiny Osborne,Female,18,Kenya,IDP
1434,BEN001434,Alexis Torres,Male,78,South Sudan,IDP
1435,BEN001435,Douglas Johnson,Female,68,Rwanda,IDP
1436,BEN001436,Ricky Clark,Female,7,Uganda,Host Community
1437,BEN001437,Kelsey Smith,Male,68,Somalia,IDP
1438,BEN001438,Leslie Bowman,Male,70,Rwanda,Host Community
1439,BEN001439,Justin Wagner,Male,47,South Sudan,IDP
1440,BEN001440,Beth Sims,Female,18,Kenya,Host Community
1441,BEN001441,Stephen Hodges,Male,44,Somalia,IDP
1442,BEN001442,Lauren Buchanan,Female,25,Sudan,IDP
1443,BEN001443,Danielle Williams,Male,75,Rwanda,Refugee
1444,BEN001444,Theresa Freeman,Male,16,Burundi,Refugee
1445,BEN001445,Timothy Brown,Female,19,Tanzania,Host Community
1446,BEN001446,Matthew Roman,Female,72,South Sudan,Refugee
1447,BEN001447,Gabriel Gilmore,Female,14,Kenya,Host Community
1448,BEN001448,Kimberly Bates,Male,78,South Sudan,IDP
1449,BEN001449,Robert Valenzuela,Male,78,Burundi,Host Community
1450,BEN001450,Timothy Salazar MD,Female,22,Uganda,Host Community
1451,BEN001451,Stephanie Phillips,Female,33,South Sudan,Host Community
1452,BEN001452,Sandra Anderson,Male,50,Uganda,IDP
1453,BEN001453,Nicholas Larsen,Male,31,Somalia,IDP
1454,BEN001454,Sandra Adams,Female,9,Kenya,IDP
1455,BEN001455,Erin Decker,Female,17,Somalia,IDP
1456,BEN001456,Cameron Johnson,Male,11,Rwanda,Refugee
1457,BEN001457,Linda Montes,Male,71,Ethiopia,Refugee
1458,BEN001458,Gregory Willis,Female,51,Dr Congo,IDP
1459,BEN001459,Stephanie Simmons,Male,13,Rwanda,Refugee
1460,BEN001460,Christopher Church,Female,42,Uganda,Host Community
1461,BEN001461,John Allen,Male,48,Rwanda,Host Community
1462,BEN001462,Jessica Williams,Female,54,Dr Congo,Refugee
1463,BEN001463,Joseph Pacheco,Male,11,Sudan,Host Community
1464,BEN001464,Kevin Pena,Female,16,Ethiopia,Host Community
1465,BEN001465,Donald Morris,Male,8,Somalia,Host Community
1466,BEN001466,Richard Thompson,Female,78,Rwanda,Host Community
1467,BEN001467,Amanda Nicholson,Male,1,Kenya,Host Community
1468,BEN001468,Andrew Carlson,Female,79,Burundi,Refugee
1469,BEN001469,Margaret Stone,Male,33,Dr Congo,Refugee
1470,BEN001470,Debra Lane,Male,64,Somalia,Host Community
1471,BEN001471,Lauren Ochoa,Female,50,Burundi,IDP
1472,BEN001472,Kari Lee,Female,54,Rwanda,Host Community
1473,BEN001473,Janet Wang,Male,57,Uganda,Refugee
1474,BEN001474,John Warner,Male,10,Dr Congo,IDP
1475,BEN001475,Krista Horne,Female,77,Sudan,Host Community
1476,BEN001476,Michael Young,Female,7,Ethiopia,IDP
1477,BEN001477,Timothy Russell,Male,34,Ethiopia,Refugee
1478,BEN001478,Christopher Reed,Female,74,Uganda,IDP
1479,BEN001479,Kimberly Kirk,Male,49,Burundi,IDP
1480,BEN001480,Jessica Conley,Male,54,Rwanda,Refugee
1481,BEN001481,Martin Barber,Female,80,Dr Congo,Host Community
1482,BEN001482,Gabrielle Larsen,Male,25,Uganda,Host Community
1483,BEN001483,Alexandria Taylor,Female,66,Ethiopia,Host Community
1484,BEN001484,Theresa Wood,Male,1,Somalia,Host Community
1485,BEN001485,Arthur Valdez,Female,71,Dr Congo,Refugee
